,NOME,VALOR,DETALHES,ENDEREÇO
565,"Apartamento em Ponta Negra, 3 Quartos. Condominio Corais de ponta negra",R$ 2.200,"['3 quartos ', ' 100m² ', ' 2 vagas']",Ponta Negra
566,"Apt 3/4 Lagoa Nova R$ 900,00",R$ 900,"['3 quartos ', ' 68m² ', ' Condomínio: R$ 500']",Lagoa Nova
567,Apartamento para locação jardins do alto aluguel duplex em tirol,R$ 2.800,"['2 quartos ', ' 64m² ', ' 1 vaga']",Tirol
568,"Apartamento com 3 dormitórios para alugar, 100 m² por R$ 1.500,00/mês - Petrópolis - Natal",R$ 1.500,"['3 quartos ', ' 100m² ', ' Condomínio: R$ 650 ', ' 1 vaga']",Petrópolis
569,Kit net Cidade Alta,R$ 370,"['1 quarto ', ' 19m²']",Cidade Alta
570,Green Hill!,R$ 1.500,"['2 quartos ', ' 56m² ', ' 1 vaga']",Tirol
571,Apartamento super ventilado e com vista Livre,R$ 3.500,"['3 quartos ', ' 111m² ', ' 3 vagas']",Lagoa Nova
572,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821178",R$ 1.006,"['2 quartos ', ' 61m² ', ' Condomínio: R$ 440 ', ' 1 vaga']",Dix-Sept Rosado
573,Ótimo Apto 2/4 Em Candelária - Andar Alto ,R$ 1.550,"['2 quartos ', ' 55m² ', ' 1 vaga']",Barro Vermelho
574,AP0400 Apartamento Residencial / Lagoa Nova,R$ 3.999,"['4 quartos ', ' 130m² ', ' 3 vagas']",Lagoa Nova
575,Apartamento 3 Quartos em Lagoa Nova,R$ 1.000,"['3 quartos ', ' 65m² ', ' 2 vagas']",Lagoa Nova
576,Aluguel kit net ,R$ 650,"['1 quarto ', ' 55m²']",Alecrim
577,Apartamento no Barro Vermelho - Incluso Taxas - 60m² 2Qts Suite,R$ 1.805,"['2 quartos ', ' 60m² ', ' 1 vaga']",Barro Vermelho
578,Apart pra alugar ,R$ 500,['2 quartos'],Nossa Senhora de Nazaré
579,"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:3528",R$ 480,"['1 quarto ', ' 35m² ', ' Condomínio: R$ 60']",Alecrim
580,Excelente apartamento em Candelária - Cond Roberto Chaves,R$ 1.250,"['2 quartos ', ' 75m² ', ' 2 vagas']",Candelária
581,Alugo apto. mobiliado no cond. Estrela do Atlântico,R$ 2.000,"['2 quartos ', ' 60m² ', ' Condomínio: R$ 365 ', ' 1 vaga']",Ponta Negra
582,Aluga-se Apartamento lagoa nova valor 2500 incluso IPTU E CONDOMÍNIO INFORMAÇÕES *,R$ 2.500,"['3 quartos ', ' 96m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Lagoa Nova
583,Apartamento Beira-mar,R$ 2.000,"['2 quartos ', ' 60m² ', ' 1 vaga']",Areia Preta
584,Excelente 3/4 no Tirol,R$ 2.900,"['3 quartos ', ' 100m² ', ' 2 vagas']",Tirol
585,Apartamento para alugar no Blue Ocean Ponta Negra andar alto,R$ 2.200,"['2 quartos ', ' 57m² ', ' 1 vaga']",Ponta Negra
586,Apto 2/4 em Petrópolis,R$ 1.800,"['2 quartos ', ' 58m² ', ' 1 vaga']",Petrópolis
587,1 Andar Morro Branco alugar,R$ 0,"['2 quartos ', ' Condomínio: R$ 750']",Nova Descoberta
588,"Apartamento com 2 dormitórios para alugar, 57 m² por R$ 1.650/mês - Tirol - Natal/RN",R$ 1.650,"['2 quartos ', ' 57m² ', ' 1 vaga']",Tirol
589,Alugo apartamento no condomínio residencial mirante da lagoa,R$ 500,"['2 quartos ', ' 52m² ', ' Condomínio: R$ 152 ', ' 1 vaga']",Nossa Senhora da Apresentação
590,PR - Apartamento para locação no condomínio Veritá,R$ 800,"['2 quartos ', ' 55m² ', ' 1 vaga']",Pitimbu
591,"Apartamento no Tirol para locação, com 92m² por R$ 2.500,00",R$ 2.500,"['3 quartos ', ' 92m² ', ' 2 vagas']",Tirol
592,"Apartamento para alugar com 2 dormitórios em Neópolis, Natal cod:10209",R$ 890,"['2 quartos ', ' 55m² ', ' Condomínio: R$ 430 ', ' 1 vaga']",Neópolis
593,"Apartamento para Locação em Natal, Tirol, 5 dormitórios, 4 suítes, 1 banheiro, 3 vagas",R$ 5.000,"['5 ou mais quarto ', ' 3 vagas']",Tirol
594,"Apt° 65m, 2/4 + Dependencia, Sombra - Ao Lado do Praia Shopping R$1.000,00",R$ 1.000,"['2 quartos ', ' 65m² ', ' 1 vaga']",Capim Macio
595,Apartamento no Condomínio Aurea Guedes com 3 Quartos,R$ 2.100,"['3 quartos ', ' 67m² ', ' 2 vagas']",Ponta Negra
596,Kitnet ao lado do Serrambi 2 próximo ao favorito Airton Senna.,R$ 500,"['1 quarto ', ' 70m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
597,Metropolis ,R$ 1.600,"['2 quartos ', ' 57m² ', ' 1 vaga']",Candelária
598,Ponta Negra_ AP 16 andar_vista p Mar,R$ 1.500,"['2 quartos ', ' 54m² ', ' Condomínio: R$ 1.500 ', ' 1 vaga']",Ponta Negra
599,Alugo Apartamento mobiliado no Condomínio Estrela de Natal,R$ 1.500,"['2 quartos ', ' 60m² ', ' Condomínio: R$ 320 ', ' 1 vaga']",Pitimbu
600,Kitnet bem localizado na Principal rua do Planalto,,"['2 quartos ', ' 0m²']",Planalto
601,3 suites no Alto da Candelária,R$ 3.500,"['3 quartos ', ' 170m² ', ' 3 vagas']",Candelária
602,Apartamento mobiliado no Petrópolis Residence,R$ 800,"['1 quarto ', ' 38m² ', ' Condomínio: R$ 500 ', ' 1 vaga']",Praia do Meio
603,Apartamento no sun set em Neópolis relativamente próximo do favorito e av Ayrton Senna,R$ 1.400,"['2 quartos ', ' 57m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Neópolis
604,Ótimo apartamento para Locação no Tirol 4 quartos,R$ 3.100,"['4 quartos ', ' 200m² ', ' Condomínio: R$ 1.990 ', ' 2 vagas']",Tirol
605,Lindo apartamento com moveis o projetados próximo da br 101 em satélite Sun Tower,R$ 1.790,"['2 quartos ', ' 57m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Pitimbu
606,X - Locação apartamento 3 qts com suite na antonio basilio,R$ 1.350,"['3 quartos ', ' 73m² ', ' 1 vaga']",Lagoa Nova
607,Duna Barcane O.F.E.R.TA D.E L.O.C.A.Ç.Ã.O Ponta Negra,R$ 2.501,"['2 quartos ', ' 55m²']",Ponta Negra
608,"Apartamento para alugar com 1 dormitórios em Lagoa nova, Natal cod:3919",R$ 600,"['1 quarto ', ' 66m² ', ' Condomínio: R$ 540 ', ' 1 vaga']",Lagoa Nova
609,"Apartamento de 2 quartos, com móveis planejados no Condomínio Vita Residencial Club",R$ 1.600,"['2 quartos ', ' 49m² ', ' 1 vaga']",Pitimbu
610,Aluguel - Apartamento em Ponta Negra - Açai Flat - 36m²,R$ 1.803,"['1 quarto ', ' 46m²']",Ponta Negra
611,Excelente apartamento com localização privilegiada no Tirol,R$ 1.600,"['2 quartos ', ' 56m² ', ' 1 vaga']",Tirol
612,"Apartamento para alugar com 2 dormitórios em Neópolis, Natal cod:11190",R$ 450,"['2 quartos ', ' 67m² ', ' Condomínio: R$ 295 ', ' 1 vaga']",Ponta Negra
613,"Apartamento com 3 dormitórios para alugar, 105 m² por R$ 3.000/mês - Lagoa Nova - Natal/RN",R$ 3.000,"['3 quartos ', ' 105m² ', ' 2 vagas']",Lagoa Nova
614,Excelente apartamento em Ponta Negra,R$ 2.200,"['3 quartos ', ' 98m² ', ' 2 vagas']",Ponta Negra
615,"Cobertura com 4 dormitórios para alugar, 600 m² por R$ 5.000/mês - Lagoa Nova - Natal/RN",R$ 5.000,"['4 quartos ', ' 600m² ', ' Condomínio: R$ 2.050 ', ' 4 vagas']",Lagoa Nova
616,"Apartamento para alugar com 3 dormitórios em Capim macio, Natal cod:821297",R$ 700,"['3 quartos ', ' 76m² ', ' Condomínio: R$ 650 ', ' 1 vaga']",Capim Macio
617,Alugo Kit net em Vila de Ponta Negra ,,"['1 quarto ', ' 40m² ', ' Condomínio: R$ 0']",Ponta Negra
618,"Apto jardim botanico, vebder ou alugar; neopolis natal rn",R$ 990,"['2 quartos ', ' 82m² ', ' 1 vaga']",Neópolis
619,Privilegio Em Moradia Mobiliado ( no coração Natal ),R$ 2.300,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 485 ', ' 1 vaga']",Petrópolis
620,Privilégio Em Moradia C Mobiliá Flat,R$ 2.250,"['1 quarto ', ' 56m² ', ' Condomínio: R$ 950 ', ' 1 vaga']",Petrópolis
621,Ventilação Total 3 suites + escritório + 3 vaga coberta,R$ 2.750,"['3 quartos ', ' 142m² ', ' Condomínio: R$ 850 ', ' 3 vagas']",Lagoa Nova
622,Em Candelária Próximo UFRN 2/4 sendo 1 suite,R$ 1.300,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 340 ', ' 1 vaga']",Candelária
623,Apto Caminho das Dunas 2 quartos,R$ 1.500,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Capim Macio
624,"Magnifico Apto com 3 suítes, Alto padrão em Capim Macio no condomínio Palazzo Ponta Negra",R$ 5.000,"['3 quartos ', ' 160m² ', ' 3 vagas']",Capim Macio
625,"Aluga-se Kit-net por R$450,00",R$ 450,['1 quarto'],Neópolis
626,"Apto em Natal/Lagoa Nova, Ed LIFE,perto do Midiway, c/ 3/4 s/ 1 ste, Lazer completo",R$ 1.600,"['4 quartos ', ' 84m² ', ' Condomínio: R$ 500 ', ' 2 vagas']",Lagoa Nova
627,"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:32",R$ 480,"['1 quarto ', ' 45m² ', ' Condomínio: R$ 60']",Alecrim
628,Apto 2/4 sendo 1 suite Lagoa nova,R$ 950,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 450 ', ' 1 vaga']",Alecrim
629,Apartamento no Cond. Central Park,R$ 1.900,"['3 quartos ', ' 88m² ', ' 2 vagas']",Neópolis
630,"LMAP+1358 - (Residencial Quality, Ponta Negra)",R$ 2.700,"['2 quartos ', ' 0m² ', ' 1 vaga']",Ponta Negra
631,"Loft para alugar em Tirol, Natal cod:aliancamall",R$ 1.500,['20m²'],Tirol
632,LCFL-0038 - Ótimo flat no Ocean View II Residence em Petrópolis.,R$ 1.200,"['1 quarto ', ' 35m² ', ' 1 vaga']",Petrópolis
633,"Excelente Apartamento Dublex no Jardins do Alto em Tirol, com 2 quartos e todo mobiliado",R$ 3.000,"['2 quartos ', ' 70m² ', ' 1 vaga']",Tirol
634,LCAP-2187 - Excelente apartamento no residencial Alto do Juruá!,R$ 1.500,"['2 quartos ', ' 57m² ', ' 1 vaga']",Petrópolis
635,Locação no Estrela do Atlântico,R$ 1.850,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
636,LCFL-0121 - Ótimo apartamento no residencial Mangos em Ponta Negra!,R$ 1.400,"['1 quarto ', ' 35m² ', ' 1 vaga']",Ponta Negra
637,LCAP-2183 - Apartamento excelente no residencial Terramare em Ponta Negra,R$ 1.350,"['2 quartos ', ' 55m² ', ' 1 vaga']",Ponta Negra
638,LCAP-2206 - Ótimo imóvel no condomínio Alfredovolpi!,R$ 1.000,"['2 quartos ', ' 55m² ', ' 1 vaga']",Ponta Negra
639,LMAP2196 Apartamento Residencial / Capim Macio,R$ 1.200,"['1 quarto ', ' 40m² ', ' 1 vaga']",Capim Macio
640,LCAP2197 - Excelente imóvel no Kiwi Flat em Ponta Negra!,R$ 1.600,"['1 quarto ', ' 40m² ', ' 1 vaga']",Ponta Negra
641,Apartamento no Estrela do Atlântico,R$ 330.000,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
642,Edifícil Kitty - Lagoa Nova,R$ 1.500,"['2 quartos ', ' 53m² ', ' 1 vaga']",Lagoa Nova
643,Condomínio Therramare Residencial - Ponta Negra,R$ 1.350,"['2 quartos ', ' 54m² ', ' 1 vaga']",Ponta Negra
644,Chalés Ponta Negra,R$ 750,"['4 quartos ', ' 1 vaga']",Ponta Negra
645,Aluguéis de kit nets ,,['1 quarto'],Lagoa Nova
646,Apartamento mobiliado em Ponta Negra ,R$ 2.000,"['2 quartos ', ' 1 vaga']",Ponta Negra
647,Aluga-se kitnet c/ 01 quarto - bairro alecrim,R$ 400,"['1 quarto ', ' 21m²']",Alecrim
648,Excelente apartamento novo com 2 quartos na melhor localização do Alecrim,R$ 700,['2 quartos'],Alecrim
649,ALUGO KITNETES DE RS 570 A RS 780,R$ 570,"['1 quarto ', ' 35m² ', ' 1 vaga']",Ponta Negra
650,Apartamento,,,Cidade Alta
651,Excelente Apartamento Mobiliado 2/4 no Jardins do Alto em Tirol,R$ 3.100,"['2 quartos ', ' 63m² ', ' 1 vaga']",Tirol
652,"Prédio para Locação em Natal, Lagoa Nova, 5 vagas",R$ 19.000,['5 ou mais vaga'],Lagoa Nova
653,Alugo Imóveis Natal e Nova Parnamirim,R$ 1.300,"['5 ou mais quarto ', ' 33m² ', ' 5 ou mais vaga']",Tirol
654,Apartamento com 2 dormitórios para alugar por R 1.450/mês - Ponta Negra,R$ 1.450,"['2 quartos ', ' 52m²']",Ponta Negra
655,"Apartamento para Locação em Natal, Tirol, 2 banheiros, 1 vaga",R$ 800,"['33m² ', ' 1 vaga']",Tirol
656,Apartamento com dois quartos no Tirol,R$ 1.200,"['2 quartos ', ' 100m²']",Tirol
657,"Apto em Tirol com 2/4 Sendo 1 Suite, 1 ° Andar, Escada, Sem Portaria",R$ 900,"['2 quartos ', ' 50m² ', ' Condomínio: R$ 0']",Tirol
658,Apartamento em Ponta Negra mobiliado,R$ 2.000,"['2 quartos ', ' 1 vaga']",Ponta Negra
659,"Apto em Tirol com 2/4 Sendo 1 Suite, 1 ° Andar, Escada, Sem Portaria",R$ 900,"['2 quartos ', ' 50m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Tirol
660,Kitnet próximo ao Midway Mall,R$ 600,"['30m² ', ' Condomínio: R$ 0']",Lagoa Seca
661,Apartamento no Conde da Praia em Ponta Negra!,R$ 2.000,"['2 quartos ', ' 55m² ', ' 1 vaga']",Ponta Negra
662,"Lindo Apartamento em Lagoa Nova, 3/4 Sendo 01 Suite + Escritório, Andar Alto, Sombra",R$ 3.000,"['3 quartos ', ' 98m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Lagoa Nova
663,Seu novo endereço em Ponta Negra Vista mar.,R$ 1.700,"['1 quarto ', ' 1 vaga']",Ponta Negra
664,"Ótimo Apto no Olimpo em Capim Macio, 2/4 Sendo 01 Suite, 65m²",R$ 1.600,"['2 quartos ', ' 65m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Capim Macio
665,Fênix Antônio Basílio ,R$ 650,['1 quarto'],Lagoa Nova
666,"Apto em Tirol com 4/4 sendo 2 suites + Dep, 280m², 2 Vgs",R$ 2.800,"['4 quartos ', ' 280m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Tirol
667,Feriado em Natal/RN - PONTA NEGRA ,R$ 400,"['1 quarto ', ' 78m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Ponta Negra
668,Aluga-se apto em Capim Macio,R$ 1.600,"['2 quartos ', ' 56m² ', ' 1 vaga']",Capim Macio
669,"Apto em Tirol com 2/4 Sendo 1 Suite, 1 ° Andar, Escada, Sem Portaria",R$ 850,"['2 quartos ', ' 50m² ', ' Condomínio: R$ 0']",Tirol
670,Kitnet 1 andar zn em condominio ,R$ 400,"['1 quarto ', ' 1 vaga']",Redinha
671,"Apto em Condomínio Simples em Tirol com 2/4 Sendo 1 Suite, 1 ° Andar, Escada, Sem Portaria",R$ 900,"['2 quartos ', ' 50m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Tirol
672,Apto locação Tirol ,R$ 3.200,"['3 quartos ', ' 220m² ', ' 2 vagas']",Tirol
673,Apartamento com 79 m2 - Terramaris,R$ 2.200,"['3 quartos ', ' 79m² ', ' 2 vagas']",Ponta Negra
674,Alugo Ap vista mar no Luxor,R$ 2.450,"['2 quartos ', ' 60m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
675,Excelente Apartamento familiar em Capim Macio no Residencial Ville de Nice,R$ 2.000,"['3 quartos ', ' 80m² ', ' 2 vagas']",Capim Macio
676,Excelente Apartamento em Ponta negra No Cond Therramare Rua da Lagosta,R$ 1.300,"['2 quartos ', ' 56m² ', ' 1 vaga']",Ponta Negra
677,Alugo apartamento 750,R$ 750,"['2 quartos ', ' 1 vaga']",Pajuçara
678,"Apartamento para alugar com 1 dormitórios em Ponta negra, Natal cod:AP1366",R$ 1.100,"['1 quarto ', ' 44m²']",Ponta Negra
679,Apartamento no Barro Vermelho - Para Locação - Todas as Taxas Inclusas,R$ 1.801,"['2 quartos ', ' 60m² ', ' 1 vaga']",Barro Vermelho
680,Alugo apartamento por diária em Ponta negra com 2 quartos ,R$ 200,"['2 quartos ', ' 70m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
681,Apartamentos HBC candelária ,R$ 880,"['1 quarto ', ' Condomínio: R$ 110']",Candelária
682,Alugo flat Mobiliados-Lagoa Nova,R$ 1.500,"['1 quarto ', ' 25m² ', ' 1 vaga']",Lagoa Nova
683,Alugo apts de 01 e 02 quartos em Cidade Alta,R$ 410,['1 quarto'],Cidade Alta
684,"Apartamento para alugar com 2 dormitórios em Petrópolis, Natal cod:8257",R$ 1.600,"['2 quartos ', ' 56m² ', ' 1 vaga']",Petrópolis
685,Alugue seu apartamento em Lagoa Nova com 3 quartos sendo 1 suíte pertinho de tudo!,R$ 2.420,"['4 quartos ', ' 98m² ', ' Condomínio: R$ 680 ', ' 2 vagas']",Lagoa Nova
686,"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:3532",R$ 480,"['1 quarto ', ' 35m² ', ' Condomínio: R$ 60']",Alecrim
687,Apartamento 3 quartos em Barro Vermelho,R$ 1.400,"['3 quartos ', ' 150m² ', ' 1 vaga']",Barro Vermelho
688,"Apto no Tirol Residence em Tirol com 58m2, 2/4 (1s) - sombra",R$ 1.900,"['2 quartos ', ' 57m² ', ' Condomínio: R$ 470 ', ' 1 vaga']",Barro Vermelho
689,"Apartamento para alugar com 3 dormitórios em Lagoa seca, Natal cod:715266",R$ 800,"['3 quartos ', ' 114m² ', ' Condomínio: R$ 700 ', ' 1 vaga']",Tirol
690,"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:11224",R$ 3.200,"['3 quartos ', ' 156m² ', ' Condomínio: R$ 1.070 ', ' 3 vagas']",Lagoa Nova
691,Aluguel - Apartamento em Ponta Negra - 2/4 Suíte - 55m² - Blue Ocean - 30º Andar,R$ 2.396,"['2 quartos ', ' 55m²']",Ponta Negra
692,Apartamentos mobiliados para alugar,R$ 900,"['1 quarto ', ' 20m² ', ' 1 vaga']",Lagoa Nova
693,Apartamentos mobiliados para alugar,R$ 900,"['1 quarto ', ' 30m² ', ' 1 vaga']",Lagoa Nova
694,Alugo apto serrambi I com 2/4 suite R$730,R$ 730,"['2 quartos ', ' 58m² ', ' 1 vaga']",Ponta Negra
695,"Alugo apartamento no Serrambi 1 , com 2/4 suite R$ 730.00",R$ 730,"['2 quartos ', ' 58m² ', ' 1 vaga']",Ponta Negra
696,"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:11205",R$ 1.400,"['3 quartos ', ' 150m² ', ' Condomínio: R$ 1.100 ', ' 2 vagas']",Lagoa Nova
697,Locação - Lindo ap - 100% reformado - semi mobiliado - Lagoa Nova,R$ 1.850,"['2 quartos ', ' 85m² ', ' Condomínio: R$ 450 ', ' 2 vagas']",Lagoa Nova
698,Apartamento 2 Quartos Capim Macio..,R$ 1.250,"['2 quartos ', ' 55m² ', ' Condomínio: R$ 240 ', ' 1 vaga']",Capim Macio
699,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821175",R$ 1.008,"['2 quartos ', ' 61m² ', ' Condomínio: R$ 440 ', ' 1 vaga']",Dix-Sept Rosado
700,"Alugo apto no condomínio Terramaris com 2/4 suite Ponta Negra R$ 1.300,00",R$ 1.300,"['2 quartos ', ' 58m² ', ' 1 vaga']",Ponta Negra
701,Aluguel - Apartamento em Ponta Negra - 2/4 Suíte - 55m² - Blue Ocean - 30º Andar,R$ 2.399,"['2 quartos ', ' 55m²']",Ponta Negra
702,Apt. 506 1/4 Resid. Nashville em frente ao IFRN. Pertinho da UNP e prox. ao Midway,R$ 1.490,"['1 quarto ', ' 40m² ', ' Condomínio: R$ 270 ', ' 1 vaga']",Lagoa Nova
703,AP1453 Apartamento Residencial / Lagoa Nova,R$ 1.650,"['2 quartos ', ' 53m² ', ' 1 vaga']",Lagoa Nova
704,"Alugo Flat Mobiliado, com 42m² em Petrópolis no Interatlântico",R$ 1.850,"['1 quarto ', ' 42m² ', ' 1 vaga']",Petrópolis
705,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821188",R$ 1.104,"['2 quartos ', ' 61m² ', ' Condomínio: R$ 440 ', ' 1 vaga']",Dix-Sept Rosado
706,"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:3538",R$ 480,"['1 quarto ', ' 35m² ', ' Condomínio: R$ 60']",Alecrim
707,Apto de um quarto ,R$ 550,['1 quarto'],Neópolis
708,Alugo flat por diária em Ponta negra o da cobertura  com uma excelente vista ,R$ 150,"['1 quarto ', ' 50m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
709,Aluguel de Flets,R$ 1.300,"['1 quarto ', ' 39m²']",Praia do Meio
710,Alugo kit net e Apt 2/4 ,R$ 680,"['1 quarto ', ' 20m² ', ' Condomínio: R$ 0']",Candelária
711,"Apartamento para alugar com 2 dormitórios em Ponta negra, Natal cod:822242",R$ 1.200,"['2 quartos ', ' 55m² ', ' Condomínio: R$ 325 ', ' 1 vaga']",Ponta Negra
712,Planalto Apto 1/4 540  e 2/4 640 Com toda as taxas incluso,R$ 540,"['40m² ', ' 1 vaga']",Planalto
713,Loft em Ponta Negra pertinho da praia.....,R$ 1.700,"['1 quarto ', ' 1 vaga']",Ponta Negra
714,Cond. Plateau Residencial,R$ 800,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Capim Macio
715,"3 quartos em Ponta Negra, Natal",R$ 2.000,"['3 quartos ', ' 98m² ', ' 2 vagas']",Ponta Negra
716,"Cidade Alta, próximo ao Senac",R$ 900,"['2 quartos ', ' 0m² ', ' 1 vaga']",Cidade Alta
717,Kitnet em Capim Macio mobiliado com todas as contas inclusas,R$ 900,"['1 quarto ', ' 35m²']",Capim Macio
718,Apto Para Alugar Condomínio Monte Castelo,R$ 1.700,"['3 quartos ', ' 0m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Barro Vermelho
719,Kitnet com garagem am condomínio ,R$ 400,"['1 quarto ', ' 1 vaga']",Redinha
720,"Apartamento para alugar com 2 dormitórios em Areia preta, Natal cod:11258",R$ 1.200,"['2 quartos ', ' 86m² ', ' Condomínio: R$ 800 ', ' 1 vaga']",Areia Preta
721,"Apartamento para alugar com 4 dormitórios em Lagoa nova, Natal cod:AA-7199",R$ 3.300,"['4 quartos ', ' 3 vagas']",Lagoa Nova
722,"Apartamento com 4 quartos para alugar, 136 m² por R 2.000/mês - Capim Macio - Natal/RN",R$ 3.200,"['4 quartos ', ' 145m² ', ' Condomínio: R$ 1.400 ', ' 2 vagas']",Capim Macio
723,"Apartamento para alugar com 1 dormitórios em Barro vermelho, Natal cod:195",R$ 700,"['1 quarto ', ' 40m² ', ' Condomínio: R$ 80']",Barro Vermelho
724,"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:3681",R$ 480,"['1 quarto ', ' 40m² ', ' Condomínio: R$ 60']",Lagoa Nova
725,Aluguel de apartamento ,R$ 2.000,"['2 quartos ', ' 65m² ', ' Condomínio: R$ 390 ', ' 2 vagas']",Ponta Negra
726,Apartamento em Neópolis ,R$ 2.200,"['3 quartos ', ' 75m² ', ' 2 vagas']",Capim Macio
727,"Apartamento para alugar com 2 dormitórios em Ponta negra, Natal cod:2057",R$ 1.900,"['2 quartos ', ' 60m² ', ' 1 vaga']",Ponta Negra
728,Apto c/ ar - Vila de Ponta Negra - Triplo - Diária e Mensal.,R$ 800,"['1 quarto ', ' 40m² ', ' 1 vaga']",Ponta Negra
729,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821184",R$ 1.005,"['2 quartos ', ' 61m² ', ' Condomínio: R$ 440 ', ' 1 vaga']",Dix-Sept Rosado
730,"Kitnet para alugar no Conjunto Pirangi, 1ª Etapa",R$ 500,"['1 quarto ', ' 30m²']",Neópolis
731,Aluguel - Apartamento em Capim Macio - 3/4 Suíte - Olimpo,R$ 1.599,"['3 quartos ', ' 70m²']",Capim Macio
732,"Apartamento no Tirol com 280m², 03 suítes por R$3.500,00",R$ 3.500,"['3 quartos ', ' 280m² ', ' Condomínio: R$ 0 ', ' 3 vagas']",Tirol
733,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821192",R$ 1.103,"['2 quartos ', ' 61m² ', ' Condomínio: R$ 440 ', ' 1 vaga']",Dix-Sept Rosado
734,Apartamento no Planalto Para alugar,R$ 800,"['3 quartos ', ' 63m² ', ' Condomínio: R$ 211 ', ' 1 vaga']",Planalto
735,"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:1860",R$ 1.500,"['3 quartos ', ' 98m² ', ' Condomínio: R$ 700 ', ' 2 vagas']",Lagoa Nova
736,Procuro uma moça pra dividir um apartamento,R$ 400,['2 quartos'],Nossa Senhora da Apresentação
737,Luxo e sofisticação em Ponta Negra..,R$ 3.000,"['1 quarto ', ' 57m² ', ' 1 vaga']",Ponta Negra
738,Locação Apart,R$ 1.100,"['2 quartos ', ' 70m² ', ' Condomínio: R$ 460 ', ' 1 vaga']",Lagoa Nova
739,Apto mobiliado no TIROL aluguel,,"['3 quartos ', ' 124m² ', ' 2 vagas']",Capim Macio
740,"Apartamento para alugar com 2 dormitórios em Tirol, Natal cod:5000",R$ 1.200,"['2 quartos ', ' 55m² ', ' Condomínio: R$ 420 ', ' 1 vaga']",Tirol
741,"Apartamento com 3 dormitórios para alugar, 190 m² por R$ 2.000/mês - Tirol - Natal/RN",R$ 2.000,"['3 quartos ', ' 190m² ', ' Condomínio: R$ 1.400 ', ' 2 vagas']",Tirol
742,Aluguel - Apartamento em Capim Macio - 3/4 Suíte - Olimpo,R$ 1.515,"['3 quartos ', ' 70m²']",Capim Macio
743,Lindo apartamento com vista mar no Golden tower Natal,R$ 840,"['1 quarto ', ' 35m² ', ' Condomínio: R$ 550 ', ' 1 vaga']",Areia Preta
744,Alugo kitnet em Potilandia perto da UFRN,R$ 500,"['1 quarto ', ' 0m²']",Lagoa Nova
745,"Apartamento para alugar com 3 dormitórios em Capim macio, Natal cod:1961",R$ 2.600,"['3 quartos ', ' 97m² ', ' 1 vaga']",Capim Macio
746,"Apartamento para alugar com 2 dormitórios em Capim macio, Natal cod:11050",R$ 600,"['2 quartos ', ' 65m² ', ' Condomínio: R$ 335 ', ' 1 vaga']",Capim Macio
747,Kitnet,R$ 800,"['1 quarto ', ' 28m²']",Areia Preta
748,"Flat com 1 dormitório para alugar, 15 m² por R 1.500,00/ano - Areia Preta - Natal/RN",R$ 1.500,"['1 quarto ', ' 15m² ', ' 1 vaga']",Areia Preta
749,Alugo ou vendo apart.02 Qts   480.00 aluguel com Cond. E água incluso ,R$ 480,"['2 quartos ', ' 80m² ', ' Condomínio: R$ 100 ', ' 1 vaga']",Lagoa Seca
