NOME,ENDERECO,QUARTOS,VAGAS,CONDOMINIO,AREA,VALOR
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821186",Dix-Sept Rosado,2,1,440,61,1104.0
Alugo apartamento 2/4,Lagoa Nova,2,0,0,0,1000.0
Alugo Apartamento 3 dormitórios Lagoa Nova,Lagoa Nova,3,2,0,98,3200.0
Apartamento 3/4 - CIDADE DA ESPERANÇA ,Cidade da Esperança,3,1,0,106,900.0
"Apartamento com 3 Quartos, mobiliado em Ponta Negra",Ponta Negra,3,1,0,0,2900.0
Alugo apartamento mobiliado de luxo  por diária ,Ponta Negra,2,1,0,70,250.0
Flat Mobiliado no Ocean View em Petrópolis com 50m2 com 1 quarto e 1 VG,Petrópolis,1,1,0,50,1600.0
"S0443 - Apartamento para locação com móveis projetados, R$ 4.000,00",Tirol,3,2,0,0,4000.0
"Apto no Residencial Park View em Tirol com 101m2, 3/4 (1s)",Tirol,3,2,582,101,2800.0
Flat mobiliado em ponta negra pé na areia ,Ponta Negra,1,1,0,0,1500.0
Apart mobiliado 2/4 ,Capim Macio,2,1,0,0,1750.0
Aluguel - Apartamento em Ponta Negra - 2/4 Suíte - 55m² - Blue Ocean - 30º Andar,Ponta Negra,2,0,0,59,2398.0
PR - Apartamento para venda no Vita Residencial Clube,Pitimbu,2,1,0,55,1400.0
Estrela do atlantico ponta negra,Ponta Negra,2,1,0,56,2300.0
"Flat mobiliado , natal e ano novo",Ponta Negra,1,1,0,36,1600.0
Aluga-se kit net na coronel estevam,Dix-Sept Rosado,1,0,0,0,350.0
More Você também em Ponta negra.,Ponta Negra,2,1,0,0,2499.0
Residencial Olimpo apto em Ponta Negra disponível para locação,Capim Macio,3,1,0,70,1650.0
"Apartamento para Locação em Natal, Tirol, 3 dormitórios, 3 suítes, 5 banheiros, 2 vagas",Tirol,3,2,0,0,2700.0
"Apartamento para alugar com 2 dormitórios em Planalto, Natal cod:822252",Planalto,2,1,0,50,650.0
Kitnet jaguarari,Barro Vermelho,1,0,0,0,450.0
FLATS MOBILIADOS EM PONTA NEGRA- Excelente ambiente der moradia,Ponta Negra,1,0,0,0,490.0
Casa apartamento Alecrim 2 Quartos,Alecrim,2,0,0,0,700.0
Alugo flat por diária em Ponta negra área de lazer na cobertura  vista maravilhosa ,Ponta Negra,1,1,0,45,150.0
Aluga-se apartamento no 15º andar em Ponta - Negra (Natal/RN),Ponta Negra,4,2,0,0,2300.0
"Ayambra Flat, com 1/4, mobiliado, climatizado, com vista para o mar, Natal/RN",Rocas,1,1,0,36,1100.0
Apartamento no metrópolis em candelária com 2\4 e armários de cozinha e banheiros,Candelária,2,1,0,57,1550.0
Lindo apartamento frente para o mar por diária,Ponta Negra,2,1,0,55,500.0
Kitnets em Lagoa Nova,Lagoa Nova,1,1,0,25,
Excelente e Magnifico Apartamento 3/4 em ponta Negra todo Mobiliado,Ponta Negra,3,1,0,100,2900.0
"Aluguel de apto com três quartos em Capim Macio, com 2 vagas. Parque Cidade Jardim",Capim Macio,3,2,0,76,2480.0
Apartamento pra alugar em Ponta Negra (Cristallo),Ponta Negra,2,1,0,55,3000.0
Apartamento em Candelária,Candelária,3,2,0,180,1800.0
TORRES DE AMINTAS BARROS PARA LOCAÇÃO ,Dix-Sept Rosado,2,1,365,55,1600.0
Apartamento 3 quartos atrás da AABB,Tirol,3,2,0,103,2600.0
"S0046 - Apartamento de 180 m² para locação no Tirol, Natal/RN",Tirol,3,3,0,180,3400.0
Apartamento em ponta negra com 3\4 no Residencial Sports Park mobiliado,Ponta Negra,3,2,0,110,2500.0
Apartamentos em condominio fechado com 1 quarto e garagem para carro/moto,Nossa Senhora da Apresentação,1,1,325,32,325.0
Residencial Estrela do Atlântico,Ponta Negra,2,1,0,59,320000.0
"Alugo apartamento mobiliado, 282m², 4 suites, de frente pro mar, Areia Preta, Natal-RN",Areia Preta,4,4,0,282,10004.0
Cobertura Duplex com 121m² com 2 suites e 2 vagas de garagem | Estrela do Atlantico,Ponta Negra,2,2,0,121,661000.0
"Alugo apartamento todo mobiliado, 3 quartos em Ponta Negra. Condominio Portamaris",Ponta Negra,3,2,0,79,4300.0
"Apartamento com 2 dormitórios para alugar, 56 m² - Tirol - Natal/RN - AP0520",Tirol,2,1,430,56,1200.0
"Apartamento com 2 dormitórios para alugar, 57 m² por R$ 1.700,00/mês - Candelária - Natal/",Candelária,2,1,0,57,1700.0
"Apartamento com 3 dormitórios para alugar, 79 m² por R$ 2.500,00/mês - Ponta Negra - Natal",Ponta Negra,3,0,0,79,2500.0
2/4 sendo 1 suíte no Cond. Torre Amintas Barros,Dix-Sept Rosado,2,1,0,56,1550.0
"Kitnets perto do Natal Shopping - 400,00 C/água e internet",Candelária,1,0,0,13,400.0
"Apartamento com 3 dormitórios para alugar, 67 m² - Lagoa Nova - Natal/RN - AP0519",Lagoa Nova,3,1,520,67,1000.0
Apartamento Serrambi I,Ponta Negra,2,1,0,0,650.0
Apartamento em ponta negra vista mar mobiliado ,Ponta Negra,2,1,0,59,2300.0
"Apartamento para alugar com 2 dormitórios em Pitimbú, Natal cod:AP1633",Pitimbu,2,1,0,58,1200.0
Aluguel - Apartamento em Ponta Negra - 1 suíte - Kiwi Flat - 36m²,Ponta Negra,1,0,0,48,1401.0
"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:EI22985",Lagoa Nova,3,1,580,90,900.0
"Apartamento para alugar com 2 dormitórios em Cidade satélite, Natal cod:AA-7196",Pitimbu,2,1,242,57,600.0
"Apartamento para alugar com 3 dormitórios em Neópolis, Natal cod:AA-7194",Neópolis,3,0,306,90,1400.0
"Apartamento  residencial para locação, Tirol, Natal.",Tirol,2,1,586,60,1100.0
"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:EI22992",Lagoa Nova,3,2,500,87,2200.0
"Apartamento para alugar com 2 dormitórios em Barro vermelho, Natal cod:8807",Barro Vermelho,2,1,446,55,850.0
"Apartamento para alugar com 3 dormitórios em Barro vermelho, Natal cod:EI22989",Barro Vermelho,3,2,750,90,1400.0
Apartamento no Estrela do Atlântico,Ponta Negra,2,1,0,59,2200.0
Apart 1/4 Mobiliado em Ponta Negra - 450 m da praia,Ponta Negra,1,1,0,25,900.0
Kit Net,Alecrim,1,0,0,0,800.0
Kitnet em Lagoa Seca,Lagoa Seca,1,0,0,25,500.0
Sala comercial Manhattan Business Office,Tirol,1,2,0,69,4530.0
"Apartamento para alugar com 3 dormitórios em Tirol, Natal cod:11147",Tirol,3,3,2,194,1200.0
Sala comercial Tawfic Hasbum,Lagoa Nova,1,0,0,43,1575.0
Sala comercial Tirol way Office,Tirol,1,0,0,36,1599.0
"Apartamento 3/4, em lagoa nova, prox. a pizzaria oxente",Lagoa Nova,3,2,0,105,1800.0
Alugo Apartamento 4 dormitórios no Sebastiano Ricci,Lagoa Nova,4,3,0,130,2999.0
CONDOMÍNIO Central Park andar baixo,Neópolis,3,2,0,88,2100.0
Apartamento Locação em candelária 4 quartos sendo 3 suítes no Sebastiano Ricci,Lagoa Nova,4,3,650,130,2999.0
Aluguel apartamento 3 quartos sendo 1suíte Lagoa Nova ,Barro Vermelho,3,2,650,82,3500.0
Alugo Apartamento 3/4 no Condomínio Parque Cidade Jardim,Capim Macio,3,1,350,76,2380.0
Aluga-se Apartamento em tirol,Tirol,2,1,0,0,1350.0
"Apartamento para alugar com 4 dormitórios em Tirol, Natal cod:EI23003",Tirol,4,3,2,306,2550.0
Apto. Planalto 1/4 540 e 2/4 640 Com Água / Luz incluso,Planalto,1,1,0,40,540.0
"Apartamento para alugar com 3 dormitórios em Tirol, Natal cod:AA-7173",Tirol,3,2,930,110,2020.0
( J)Alugo apartamento com 3 quartos em Capim Macio próximo à Av. Engenheiro Roberto Freire,Capim Macio,2,1,0,66,1600.0
Aluguel - Apartamento em Capim Macio - 3/4 Suíte - Olimpo,Capim Macio,3,0,0,70,1512.0
Residencial Safira (Alto Padrão) - Barro Vermelho,Barro Vermelho,3,3,0,185,3250.0
Aluguel Residencial Estrela do Atlântico - Ponta Negra Natal RN,Ponta Negra,1,1,260,59,2140.0
"Apartamento com 3 dormitórios para alugar, 75 m² por R$ 1.800/mês - Dix-Sept Rosado - Nata",Candelária,3,2,290,75,1800.0
LCCO0016 - Excelente cobertura no bairro de Barro Vermelho!,Barro Vermelho,3,4,0,290,5999.0
LCAP1863 - Ótimo apartamento no condomínio Ipojuca!,Lagoa Nova,2,1,0,58,1299.0
Flat mobiliado em ponta negra próximo do praia shopping incluso internet e tv a cabo,Ponta Negra,1,1,0,35,1500.0
Áurea Guedes - Apartamentos de 2 Quartos em Ponta Negra-RN,Ponta Negra,3,2,0,67,299999.0
Linda Cobertura. Duplex moderna em Ponta negra,Ponta Negra,2,1,0,110,7000.0
Apartamento - Capim Macio,Capim Macio,2,1,0,0,1200.0
Apartamento em ponta negra mobiliado. Residencial Estrela do Atlântico,Ponta Negra,2,1,0,0,2280.0
ALUGO APARTAMENTO EM PONTA NEGRA CL5787,Ponta Negra,2,1,0,54,1350.0
"Apartamento para alugar com 2 dormitórios em Planalto, Natal cod:8833",Planalto,2,1,0,52,700.0
Alugo Kit net em Nova Descoberta,Nova Descoberta,1,0,0,0,
Apartamento em Ponta Negra - Mobiliado - 2/4 com suíte,Ponta Negra,2,1,0,63,1900.0
"Apartamento para alugar com 3 dormitórios em Capim macio, Natal cod:AA-7193",Capim Macio,3,0,655,98,1800.0
"LmAP2184 Apartamento com 3 quartos, 189 m², Beira Mar",Areia Preta,3,3,0,189,4400.0
Ótimo apto 2/4 mobiliado em lagoa nova,Lagoa Nova,2,1,0,0,1700.0
Apartamento Tr~es suítes/Um por andar Loc 0807,Petrópolis,3,2,0,230,4200.0
KITNET MIRASSOL ,Capim Macio,1,0,0,0,
"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:5774",Alecrim,1,0,130,40,480.0
Flat de 2 quartos em Ponta Negra relativamente próximo do praia shopping Praia Shopping,Capim Macio,2,1,0,50,1400.0
Aluga-se apartamento no centro!,Tirol,2,1,0,56,1600.0
Kitnets no alto de candelária,Candelária,1,0,0,0,500.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821182",Dix-Sept Rosado,2,1,440,61,1005.0
"Apartamento para alugar com 3 dormitórios em Capim macio, Natal cod:8169",Capim Macio,3,1,0,75,1700.0
Apartamento em ponta negra mobiliado com 2/4 próximo da rota do sol,Ponta Negra,2,1,0,55,1600.0
Sala comercial em Tirol,Tirol,1,1,0,30,750.0
"Aluguel V 5m² 2/4 C suíte, Tirol ,Natal",Tirol,2,1,0,56,1400.0
Apartamento em cidade satélite- 2 quartos,Pitimbu,2,1,0,40,620.0
Apartamento em tirol com 2/4 ao lado do nordestão da prudente de Moraes,Tirol,2,1,0,56,1500.0
"Ótima oportunidade, Apartamento no Satélite!",Pitimbu,2,1,0,55,700.0
"Corais de Ponta Negra - Apto 3/4 com suíte de 97 m², 2 vagas por 2.200 o aluguel",Ponta Negra,3,2,870,97,2200.0
"Condomínio Vale do Assu - Apto 3/4 e 2 semi suítes 142 m², dependência, 2 vagas de 2.999",Tirol,3,2,330,142,2999.0
Alugo flat moderno e totalmente equipado,Ponta Negra,1,1,0,35,1500.0
Estrela do Atlântico - Ponta Negra (Apartamentos novos),Ponta Negra,2,2,0,59,319000.0
Ótima Localização - Residencial Olimpo - com Mobília,Capim Macio,2,1,0,67,1600.0
Apartamento 3/4 mobiliado - Natture Condomínio Clube,Candelária,3,2,0,75,2600.0
Corais de Ponta Negra disponivel para locação ,Ponta Negra,3,2,0,0,2200.0
"Apartamento com 4 dormitórios para alugar, 239 m² por R$ 4.500,00/mês - Petrópolis - Natal",Petrópolis,4,2,0,239,4500.0
"Apartamento para alugar com 3 dormitórios em Petropolis, Natal cod:10104",Petrópolis,3,2,880,232,1700.0
"Apartamento com 3 dormitórios para alugar, 205 m² por R$ 4.000,00/mês - Petrópolis - Natal",Petrópolis,3,2,0,205,4000.0
Apartamento 4 quartos em Candelária,Candelária,4,2,950,98,1350.0
"Apartamento para alugar com 3 dormitórios em Candelária, Natal cod:AA-7192",Candelária,3,1,300,120,1000.0
Lindo apart vista mar mobiliado,Ponta Negra,2,1,0,0,
Apart vista mar no porcelanato ,Ponta Negra,2,1,0,0,2000.0
LC - Apartamento mobiliado no Resid. Ondas do Mar em Ponta Negra!,Ponta Negra,3,1,0,70,2899.0
"Ayambra, com 1/4, mobiliado, sombra, em Natal/RN",Rocas,1,1,0,36,1000.0
"Ayambra Flat, 1/4, mobiliado, andar alto, com vista para o mar, em Natal/RN",Rocas,1,1,0,36,1050.0
LCAP - Excelente apartamento no residencial Spazio Beach,Ponta Negra,2,1,0,50,1699.0
LCFL0146 - Excelente flat mobiliado em Ponta Negra!,Ponta Negra,1,1,0,21,1900.0
Estrela do Atlântico disponível,Ponta Negra,2,1,0,59,318000.0
Locação - Estrela do Atlântico,Ponta Negra,2,1,0,52,2100.0
Torre Coral - Ponta Negra,Ponta Negra,3,2,0,79,460000.0
"Alugo apartamento Spazio Andrier, Nova aurora, Intercite e mirantes da lagoa",Pajuçara,2,1,0,0,1000.0
Apartamento Consomínio Marie Galante - aluguel,Candelária,3,3,600,98,2200.0
Kitnets mobiliados em Ponta Negra ,Ponta Negra,1,1,0,35,
Apartamento no Tirol com 2 quartos + dependência,Tirol,2,1,0,76,1400.0
Alugo apto por temporada ou diária ,Ponta Negra,2,2,0,57,
Apartamento 3/4 em capim macio próximo a Roberto Freir,Capim Macio,3,1,300,100,1000.0
Excelente oportunidade no Condomínio Terramaris,Ponta Negra,2,1,0,59,430000.0
Residencial Áurea Guedes - Ponta Negra,Ponta Negra,3,2,0,67,319000.0
"Locação no sunset da capuche r$ 1.300,00",Ponta Negra,2,3,1,57,1300.0
Res. Barro Vermelho,Barro Vermelho,3,1,0,70,1400.0
"Portamaris, 2 unidades pra locação ",Ponta Negra,3,2,0,79,2500.0
Repasso ou Alugo (PLANALTO),Cidade da Esperança,2,1,0,0,600.0
Excelente apartamento na Av. 9 Coronel Estevam,Alecrim,1,0,0,45,450.0
Flat em ponta negra (mensalista individual),Ponta Negra,1,0,0,35,800.0
Apartamento 3/4 em Candelária no Condomínio Residencial Themis,Lagoa Nova,3,3,0,150,2600.0
Apartamento Ponta Negra sun set ,Ponta Negra,2,1,280,56,1500.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821195",Dix-Sept Rosado,2,1,440,61,1102.0
Alugo apartamento ,Neópolis,1,0,0,0,550.0
Kitnet,Lagoa Nova,1,0,0,0,
Apto 2 quartos com duas vagas ,Tirol,2,2,0,59,2100.0
[KA-509] Aluga Kitnet - Nossa Senhora da Apresentação - Natal/RN,Nossa Senhora da Apresentação,3,0,0,0,500.0
Kitnet avenida jaguarari,Barro Vermelho,1,0,0,0,400.0
Apartamento - Candelária (Mobiliado),Candelária,2,0,0,0,
Apartamento duplex mobiliado,Ponta Negra,2,1,0,110,1350.0
Residencial Frederich chopin; 4 suítes; 289m²; 3 vagas; em Candelária,Candelária,4,3,0,289,5000.0
Excelente apartamento no Potengi/Redinha,Redinha,2,1,0,52,500.0
Condomínio Estrela do Atlântico - Andar Alto,Ponta Negra,2,1,0,59,310000.0
"Excelente Apartamento 3/4 com 123m² em Candelária na Av. Jaguarari , Cond Golden Green",Candelária,3,2,0,123,2800.0
Ap em Lagoa Nova,Lagoa Nova,2,1,0,53,1500.0
Estrela do Atlântico (Apartamentos de 2 Quartos em Ponta Negra-RN),Ponta Negra,2,1,0,59,2100.0
Residencial Estrela do Atlântico (Mobiliado),Ponta Negra,2,1,0,59,2100.0
Apartamento mobiliado,Tirol,3,1,500,78,1300.0
"Apartamento para alugar com 3 dormitórios em Nova descoberta, Natal cod:789831",Nova Descoberta,3,1,290,80,800.0
"Apartamentos com 1 e 2 quartos mobiliados, com vista pro mar, a partir de $ 3.000/mês - Po",Ponta Negra,1,1,0,60,3000.0
Alugo Residencial Olimpo Capim Macio ,Capim Macio,2,1,0,62,1600.0
Alugo apartamento no Condomínio Biarritz,Lagoa Nova,3,1,0,67,1600.0
"Apartamento com 3 dormitórios para alugar, 70 m² por R$ 1.000,00/mês - Capim Macio - Natal",Capim Macio,3,0,0,70,1000.0
Alugo apartamento de 3 quartos e 2 vagas de garagem no Central Park Condomínio Clube,Neópolis,3,2,0,75,1950.0
Cond. Luciano Barros,Petrópolis,3,2,600,100,4500.0
Alugue flat mobiliado em ponta negra no Dolce Vitta 2,Ponta Negra,1,1,0,32,1600.0
Aluga-se apto no cond. Santos Reis. Na Praia do Meio com vista para o mar 1.300reais,Praia do Meio,3,2,0,80,1300.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821196",Dix-Sept Rosado,2,1,440,61,1102.0
Alugo Apto de 80m² - 3/4 (sendo 1 escritório) - Av. Antônio Basílio - R$ 950 incluso taxas,Dix-Sept Rosado,3,1,0,80,950.0
Apto Antigo Hotel Residence - Salgado Filho - Lagoa Nova,Lagoa Nova,1,0,0,0,800.0
Vivace Candelária,Candelária,2,0,600,58,1000.0
Locação - Apartamento de 2 quartos no Villa Park ,Ponta Negra,2,1,0,55,1400.0
Apartamentos de 2 Quartos em Ponta Negra,Ponta Negra,2,1,0,59,315000.0
"Kitnet em Mirassol, próximo a UFRN",Capim Macio,1,0,0,22,500.0
AP no Bairro Latino,Candelária,4,2,0,89,1200.0
Locação de apartamento mobiliado! 3 Suites,Ponta Negra,3,2,0,0,3500.0
Apartamento pra alugar,Candelária,2,1,0,0,1000.0
Residencial na Praia de Ponta Negra-RN,Ponta Negra,2,1,0,59,314900.0
"Alugo Novo Apartamento no Edifício Residencial Sebastiano Ricci, Candelária, Natal, RN",Lagoa Nova,4,3,0,135,4200.0
Locação - Villa Park,Ponta Negra,2,1,0,54,1400.0
Apto Mobiliado 2 suítes - Frente Mar excelente localização ,Ponta Negra,2,1,0,55,2200.0
Alugo Apartamento mobiliado 2 dormitórios - Próximo Engenheiro R.Freire,Capim Macio,2,1,0,67,1603.0
AP0401 Apartamento Residencial / Lagoa Nova,Lagoa Nova,3,3,0,130,2999.0
Alugo Flat ou Apto com Possibilidade  de Relocação ,Capim Macio,2,1,0,50,
Alugo Apartamento em Ótima Localização - Residencial Olimpo,Capim Macio,2,1,0,60,1600.0
Apartamento a 200mt da Engenheiro Roberto Freire - Alugo 2 quartos,Capim Macio,2,1,0,67,1599.0
Apto 2/4 sendo uma suíte noTirol- Próximo a AABB,Tirol,2,1,0,0,900.0
ALUGO ESTRELA DO ATLÂNTICO ,Ponta Negra,2,1,0,59,2280.0
Apartamentos de 2 Quartos em Ponta Negra-RN (Apartamento Mobiliado),Ponta Negra,2,1,0,59,2400.0
"ALUGO APTO 2/4 em PONTA NEGRA - R$ 1.400,00 (tudo incluso)",Ponta Negra,2,0,0,54,1450.0
Apartamento na melhor localização de candelaria ,Candelária,3,2,0,94,1650.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821194",Dix-Sept Rosado,2,1,440,61,1103.0
Apartamento mobiliado em excelente localização ,Capim Macio,2,1,0,54,1200.0
Apartamento lindo!,Lagoa Nova,2,1,0,0,2200.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821185",Dix-Sept Rosado,2,1,440,61,1104.0
Condomínio Abbott Galvão; 4 suítes; 190m²; 2 vagas; Tirol,Tirol,1,2,0,190,4390.0
Condomínio Brasil império; 3 quartos; 95m²; 2 vagas; na Av. Amintas Barros,Lagoa Nova,3,2,0,95,3200.0
Temporada ,Ponta Negra,2,1,0,72,350.0
"Apartamento com 3 dormitórios para alugar, 116 m² por R$ 2.500/mês - Lagoa Nova - Natal/RN",Lagoa Nova,3,0,0,116,3500.0
"Apartamento para alugar, 57 m² por R$ 2.500,00/mês - Areia Preta - Natal/RN",Areia Preta,2,1,0,57,2500.0
"Apartamento com 4 dormitórios para alugar, 198 m² por R$ 3.700,00/mês - Lagoa Nova - Natal",Lagoa Nova,4,3,0,198,3700.0
"Flat para alugar, 50 m² por R$ 200,00/dia - Ponta Negra - Natal/RN",Ponta Negra,1,0,0,50,200.0
"Apartamento com 2 dormitórios para alugar, 54 m² por R$ 3.000,00/mês - Ponta Negra - Natal",Ponta Negra,2,0,0,54,3000.0
"Apartamento para alugar, 250 m² por R$ 4.300,00/mês - Candelária - Natal/RN",Candelária,4,3,0,250,4300.0
"Apartamento com 2 dormitórios para alugar, 56 m² por R$ 1.300,00/mês - Ribeira - Natal/RN",Ribeira,2,1,0,56,1300.0
"Apartamento para alugar, 85 m² por R$ 1.500,00/mês - Neópolis - Natal/RN",Neópolis,3,1,0,85,1500.0
"Cobertura com 2/4 para alugar, 119 m² por R$ 2.400/mês - Lagoa Nova - Natal/RN",Lagoa Nova,2,2,0,119,2400.0
"Apartamento com 4 dormitórios para alugar, 190 m² por R$ 4.376,00/mês - Tirol - Natal/RN",Tirol,4,2,0,190,4376.0
"Apartamento com 2 dormitórios para alugar, 67 m² por R$ 1.250,00/mês - Candelária - Natal/",Candelária,2,2,0,67,1250.0
"Apartamento com 1 dormitório para alugar, 55 m² por R$ 1.790,00/mês - Capim Macio - Natal/",Capim Macio,1,2,0,55,1790.0
"Apartamento mobiliado com 2 dormitórios para alugar, 53 m² por R$ 1.500 - Lagoa Nova - Nat",Lagoa Nova,2,1,0,53,1500.0
"Apartamento com 4 dormitórios para alugar, 140 m² por R$ 1.680,00/mês - Lagoa Nova - Natal",Lagoa Nova,4,2,0,140,1680.0
"Apartamento com 2 dormitórios para alugar, 55 m² por R$ 2.300,00/mês - Candelária - Natal/",Candelária,2,1,0,55,2300.0
"Apartamento com 1 dormitório para alugar, 34 m² por R$ 1.200,00/mês - Ponta Negra - Natal/",Ponta Negra,1,1,0,34,1200.0
"Apartamento com 2 dormitórios para alugar, 70 m² por R$ 2.000/mês - Ponta Negra - Natal/RN",Ponta Negra,2,1,0,70,2000.0
Flat para Locação em Ponta Negra - Hospedagem por Temporada,Ponta Negra,2,0,0,53,200.0
"Apartamento com 4 dormitórios para alugar, 214 m² por R$ 4.000,00/mês - Lagoa Nova - Natal",Lagoa Nova,4,0,1,214,4000.0
"Apartamento com 5 dormitórios para alugar, 240 m² por R$ 5.000,00 - Lagoa Nova - Natal/RN",Lagoa Nova,1,3,0,240,5000.0
Aluga-se Quitinetes em Mirassol ,Capim Macio,1,1,0,25,650.0
"Apartamento com 2 dormitórios para alugar, 75 m² por R$ 1.250,00/mês - Neópolis - Natal/RN",Neópolis,2,1,0,75,1250.0
"Apartamento com 2 dormitórios para alugar, 56 m² por R$ 1.300/mês - Ribeira - Natal/RN",Ribeira,2,1,0,56,1300.0
Apartº em Petropolis- 4 quartos- 280m²,Petrópolis,4,2,0,280,4400.0
Parque cidade jardim para alugar - 3 quartos sendo 1 suíte,Capim Macio,3,1,350,76,1800.0
Parque cidade Jardim 3 quartos sendo 1 suíte com 2 vagas - aluguel,Capim Macio,3,2,350,76,1900.0
Traga a sua mudança agora pra Ponta negra,Ponta Negra,2,1,0,0,1500.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821179",Dix-Sept Rosado,2,1,440,61,1006.0
Duna Barcane Mobiliado 2200,Ponta Negra,2,1,0,57,2200.0
"Apartamento para locação 100% mobiliado, 3 quartos no Condominio Portamaris em Ponta Negra",Ponta Negra,3,2,0,79,4300.0
"Alugo Apartamento mobiliado de frente pro mar, 282m² no Infinity, Areia Preta-RN",Areia Preta,4,4,0,282,10000.0
ALUGO Apartamento Res OLIMPO  CL5787,Capim Macio,3,1,0,70,1599.0
"Apartamento para Locação em Natal, Ponta Negra, 3 dormitórios, 1 suíte, 2 banheiros, 2 vag",Ponta Negra,3,2,0,110,3200.0
Alugo Apto de 80m² - 3/4 (sendo 1 escritório) - Av. Antônio Basílio - R$ 950 incluso taxas,Dix-Sept Rosado,3,1,0,80,952.0
Apartamento top 2/4 com suite em ponta negra,Ponta Negra,2,1,0,0,1500.0
Lindo apartamento em ponta negra,Capim Macio,2,1,0,63,1200.0
Locação de um belo apartamento beira mar,Areia Preta,3,2,0,200,4200.0
"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:3509",Alecrim,1,0,80,12,480.0
Aluga-se apto cond. Ilhas Gregas em Capim Macio valor R$ 1.300reais,Capim Macio,2,1,0,55,1300.0
"Aluga-se apto no cond  Jardim Satelite, com 2 quartos, sala, valor R$750reais ",Pitimbu,2,1,0,55,750.0
"Apartamento com 1 quarto, para alugar, 35 m2, mensalidade Rs 800",Capim Macio,1,0,0,35,800.0
alugo ap em Neópolis.  Com 2/4. Porto do alto,Neópolis,2,1,0,60,1500.0
Ótimo apto 3/4 vista mar ,Capim Macio,3,2,0,117,2600.0
Apartamento de 3 quartos no Condomínio Terramaris,Ponta Negra,3,2,0,79,440000.0
Spazzio privilege alugar anual,Ponta Negra,2,1,0,55,1750.0
Residencial Estrela do Atlântico - Apartamento de 2 quartos em Ponta Negra,Ponta Negra,2,1,0,59,2200.0
Estrela do Atlântico (Mobiliado - 12° Anadar),Ponta Negra,2,1,0,59,2400.0
Alugo apto,Cidade Alta,1,0,0,0,
Alugo apartamento no Condomínio Bellagio em Lagoa Nova ,Alecrim,3,2,0,90,2400.0
"Apartamento para alugar com 1 dormitórios em Santos reis, Natal cod:817769",Praia do Meio,1,0,450,30,650.0
Kitnet Mobiliado Excelente localização,Neópolis,1,0,0,25,700.0
"Apartamento para alugar com 2 dormitórios em Capim macio, Natal cod:AP1625",Capim Macio,2,2,0,58,1720.0
Kit Net Capim Macio,Capim Macio,1,0,0,30,800.0
Corais de Ponta Negra (Apto Semi Mobiliado) Fica Como Nas Fotos,Ponta Negra,3,2,0,96,2500.0
Apartamento na Av Jaguarari lagoa nova semi mobiliado com móveis,Candelária,2,1,0,58,1700.0
RF residencial Parque Cidade Jardim,Neópolis,3,2,238,76,2480.0
Apartamento com 2\4 no barro vermelho divisa com tiol próximo da prudente,Barro Vermelho,2,1,385,60,250000.0
Kit net Cidade Alta,Cidade Alta,1,0,0,22,470.0
"Apartamento em lagoa nova com 2\4 próximo da Jaguarari, trt , policia federal",Lagoa Nova,2,1,0,58,1700.0
Em tirol com 3 quartos. Ed. Dulce Costa ,Tirol,3,2,1,96,950.0
Apartamento em Lagoa Nova,Dix-Sept Rosado,2,0,0,0,850.0
Apartº 4 quartos- Geraldo Pinho Petropolis,Petrópolis,4,3,0,150,3950.0
"Apartamento para alugar com 2 dormitórios em Ponta negra, Natal cod:458",Ponta Negra,2,1,100,90,2300.0
Alugo apartamento no Serrambi 2,Neópolis,2,1,0,60,750.0
"Apartamento para alugar com 3 dormitórios em Alecrim, Natal cod:EI19092",Alecrim,3,1,200,85,900.0
"Apartamento para alugar com 4 dormitórios em Tirol, Natal cod:EI22735",Tirol,4,0,2,340,3100.0
"Apartamento para alugar com 3 dormitórios em Ponta negra, Natal cod:EI22439",Ponta Negra,3,2,770,108,1960.0
"Apartamento para alugar com 2 dormitórios em Ponta negra, Natal cod:EI13062",Ponta Negra,2,1,0,57,1600.0
"Apartamento para alugar com 4 dormitórios em Tirol, Natal cod:EI20102",Tirol,4,4,1,260,1700.0
"Apartamento para alugar com 3 dormitórios em Tirol, Natal cod:EI22932",Tirol,3,2,0,120,2500.0
"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:EI22410",Lagoa Nova,3,2,600,128,1020.0
"Apartamento para alugar com 2 dormitórios em Candelária, Natal cod:EI20454",Candelária,2,1,630,65,1100.0
"Apartamento para alugar com 3 dormitórios em Tirol, Natal cod:EI22852",Tirol,3,2,0,85,1350.0
"Apartamento para alugar com 1 dormitórios em Nova descoberta, Natal cod:EI4585",Nova Descoberta,1,0,0,30,700.0
